*
D = 2 ; N = 100 ; beta = 0.43 ; b = 0.01 ; seed = 1739458008 ; N_config = 1000 ; config_type = h ; 
84.12
-2254.5
-3401.26
-4133.5
-4552.66
-4821.1
-5082.74
-5297.92
-5318.9
-5368.72
-5467.76
-5480.34
-5571.76
-5410.58
-5456.24
-5530.3
-5727.56
-5622.78
-5676.78
-5526.12
-5743.84
-5745.96
-5732.88
-5732.24
-5564.46
-5714.06
-5843.9
-5659.28
-5556.94
-5785.72
-5760.78
-5697.92
-5690.6
-5709.26
-5662.04
-5763.5
-5929.52
-5787.26
-5924.2
-5912.14
-5899.42
-5979.44
-5984.62
-6099.36
-6214.44
-6187.88
-6170.06
-6209.24
-6290.02
-6157.46
-6206.5
-6274.3
-6248.6
-6200.6
-6219.2
-6205.38
-6238.62
-6466.64
-6268.86
-6365.06
-6435.06
-6352.52
-6430.14
-6348.28
-6285.2
-6360.22
-6401.62
-6319.58
-6141.68
-6259.06
-6312.46
-6269.34
-6213.7
-6289
-6233.26
-6202.16
-6229.54
-6134.92
-6103.34
-6241.36
-6168.1
-6228.92
-6248.92
-6388.78
-6288.8
-6193.42
-6245.14
-6168.2
-6008.7
-6167.9
-6301.08
-6191.48
-6234.7
-6114.54
-6221.7
-6240.12
-6301.86
-6171.34
-6192.76
-6134.96
-6059.92
-6182.18
-6353.66
-6317.36
-6325.18
-6401.1
-6237.04
-6189
-6199.04
-6259.94
-6245.24
-6199.26
-6328.12
-6299.78
-6324.3
-6254.84
-6289.68
-6488.72
-6399.12
-6376.26
-6271.62
-6279.58
-6220.46
-6307.76
-6117.26
-6174.14
-6211.36
-6221.54
-6299
-6162.5
-6197.6
-6262.3
-6382.4
-6215.06
-6240.64
-6302.46
-6323.8
-6274.8
-6271.06
-6123.7
-6212.02
-6317.14
-6353.4
-6210.36
-6209.58
-6231.84
-6211.24
-6300.08
-6248.78
-6158.94
-6143.4
-6262.2
-6368.72
-6407.62
-6377
-6301.6
-6193.8
-6193.36
-6216.6
-6480.96
-6379.08
-6395.54
-6261.84
-6491.4
-6229.46
-6188.12
-6213.48
-6311.8
-6336.6
-6407.68
-6391.28
-6375.14
-6271.02
-6327.96
-6439.58
-6302.7
-6247.5
-6306.66
-6481.24
-6446.12
-6399.98
-6330.6
-6407.96
-6473.6
-6381.32
-6386.3
-6381.36
-6447.28
-6342.82
-6355.04
-6229.46
-6127.56
-6278.28
-6393.44
-6211.68
-6178.42
-6184.18
-6088.24
-6398.2
-6258.64
-6323.52
-6294.74
-6310.36
-6341.98
-6152.62
-6323.76
-6290.22
-6089.82
-6088.46
-6151.2
-6046.22
-6199.04
-6139.02
-6155.92
-6183.9
-6298.46
-6216.12
-6332.48
-6296.24
-6325.88
-6318.08
-6282.98
-6141.98
-6178.84
-6264.32
-6213.34
-6204
-6349.92
-6384.66
-6371.56
-6388.78
-6390.72
-6510.3
-6485.62
-6354.6
-6280.36
-6284.02
-6213
-6377.66
-6344.3
-6128.06
-6060.02
-6241.6
-6302.38
-6279.78
-6304
-6419.18
-6363.56
-6412.04
-6321.42
-6366.56
-6272.7
-6263.48
-6410.26
-6485.14
-6263.48
-6195.58
-6170.86
-6201.2
-6338.42
-6368.56
-6286.28
-6218.96
-6343.52
-6326.62
-6184.46
-6189.52
-6192.42
-6135.7
-6167.24
-6279.9
-6332.02
-6352.68
-6404.4
-6394.96
-6308.6
-6334.58
-6510.64
-6337.6
-6208.14
-6097.92
-6240.64
-6059.92
-6073.58
-6099.32
-6181.06
-6183.76
-6149.54
-6132.34
-6228.12
-6107.64
-6097.16
-6196.3
-6137.44
-6005.5
-6017.16
-6089.04
-6149.62
-6086.96
-6155.44
-6095.86
-6063.5
-6183.82
-6354.52
-6226.4
-6106.88
-6264.4
-6152.18
-6067.96
-5974.8
-6041.08
-6072.98
-6132.82
-6131.14
-6171.52
-6208.72
-6103.34
-6164.72
-6119.4
-6139.12
-6234.34
-6144.46
-6124.12
-6285.94
-6201.24
-6125.92
-6192.54
-6005.58
-6050.76
-6101.76
-6221.54
-6265.1
-6235.04
-6348.36
-6247.58
-6270.78
-6239.78
-6229.8
-6089.3
-6176.62
-6300.18
-6234.52
-6233.26
-6202.08
-6210.06
-6225.14
-6206.22
-6314.74
-6375.42
-6177.62
-6228.2
-6318
-6420.46
-6279.06
-6195.88
-6212.2
-6116.34
-6249.9
-6329.08
-6308.1
-6130.44
-6134.4
-6105.96
-6059.18
-6139.54
-6321.24
-6167.48
-6118.04
-6236.44
-6188.44
-6303.04
-6200.48
-6272.62
-6245.58
-6303.98
-6255.34
-6277.86
-6220.3
-6136.5
-6112.82
-6039.28
-6061.88
-6039.82
-6175.74
-6183.38
-6214.46
-6213.02
-6282.78
-6198.92
-6400.14
-6313.16
-6330.7
-6357.64
-6427.92
-6280.92
